ticket_id,text,category,priority
TKT-10461,"Hello, We need audit logs for compliance or we cannot use your service.",Feature Request,High
TKT-11302,I have a question about my invoice from last month. Thanks in advance.,Billing,Medium
TKT-11176,I need to transfer my account to a new email address. Thanks in advance.,Account,Medium
TKT-10377,"Good morning, Can I get a receipt for my last payment? This is affecting my work.",Billing,Low
TKT-10798,"Hello, All admin users have been accidentally removed and we are locked out. Please help.",Account,High
TKT-11102,"Hi support team, Can you add keyboard shortcuts for common actions?",Feature Request,Medium
TKT-10105,Dark mode has a small color inconsistency on the settings page.,Technical Issue,Low
TKT-10126,"Hello, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-11995,"Hi support team, Notification emails are arriving with some formatting issues. This is affecting my work.",Technical Issue,Low
TKT-10838,Urgent: Can you explain the charge on my latest billing statement?,Billing,Medium
TKT-10355,"Hello, Do you offer a free trial for new users?",General Query,Low
TKT-11616,"Good morning, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-10682,Urgent: Minor lag when switching between tabs in the dashboard. Please help.,Technical Issue,Low
TKT-10812,Urgent: How do I update my notification preferences?,Account,Low
TKT-11680,Urgent: Login is broken for all users in our organization. This is affecting my work.,Technical Issue,High
TKT-10209,Is there a mobile app available for iOS and Android? This is affecting my work.,General Query,Low
TKT-11492,"Hello, Do you offer annual billing discounts?",Billing,Low
TKT-10140,"Hi support team, I suspect my account has been compromised with logins from unknown locations. Please help.",Account,High
TKT-11974,"Hello, Legal team needs your data processing agreement urgently for contract signing. This is affecting my work.",General Query,High
TKT-11339,"Hello, I have a question about my invoice from last month. Thanks in advance.",Billing,Medium
TKT-11797,Please add the ability to pin important messages.,Feature Request,Low
TKT-11574,Urgent: How do I change my display name on my profile? Please help.,Account,Low
TKT-11181,I need to update my company details and billing address. This is affecting my work.,Account,Medium
TKT-11393,"Hi support team, The UI looks slightly broken on Safari, minor layout issue. This is affecting my work.",Technical Issue,Low
TKT-11815,"Urgent: The UI looks slightly broken on Safari, minor layout issue. Thanks in advance.",Technical Issue,Low
TKT-10711,"Good morning, Dark mode has a small color inconsistency on the settings page.",Technical Issue,Low
TKT-11793,We need audit logs for compliance or we cannot use your service.,Feature Request,High
TKT-10892,"Hello, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-10859,"Hello, Could you add drag and drop support for file attachments? Thanks in advance.",Feature Request,Low
TKT-10010,"Hi support team, My credit card was billed without authorization. This needs urgent attention. Thanks in advance.",Billing,High
TKT-11694,Do you offer annual billing discounts?,Billing,Low
TKT-11427,"Hello, I keep getting a 404 error when trying to access the reports section. Thanks in advance.",Technical Issue,Medium
TKT-10282,"Good morning, Please add the ability to export reports in Excel format. This is affecting my work.",Feature Request,Medium
TKT-10810,Please add the ability to pin important messages. This is affecting my work.,Feature Request,Low
TKT-11341,Urgent: Legal team needs your data processing agreement urgently for contract signing. This is affecting my work.,General Query,High
TKT-10291,"Hello, Notification emails are arriving with some formatting issues. Thanks in advance.",Technical Issue,Low
TKT-10754,"Hello, I need to update my billing information and payment method. Please help.",Billing,Medium
TKT-10626,I need to transfer my account to a new email address. Please help.,Account,Medium
TKT-10943,I need to update my company details and billing address. Thanks in advance.,Account,Medium
TKT-10861,I need to transfer my account to a new email address.,Account,Medium
TKT-10129,Dark mode has a small color inconsistency on the settings page. Please help.,Technical Issue,Low
TKT-11175,"Hi support team, I would like to downgrade my plan and understand the billing impact.",Billing,Medium
TKT-10323,"Good morning, I was charged twice for my subscription this month. Please refund immediately. This is affecting my work.",Billing,High
TKT-11090,"Hello, Critical bug: all our user data appears corrupted after the last update. Please help.",Technical Issue,High
TKT-10843,Double billing occurred on my account. Need immediate resolution. Please help.,Billing,High
TKT-10963,"Hello, How do I add a team member with limited permissions to my account? This is affecting my work.",Account,Medium
TKT-11864,"Hi support team, My account has been locked and I cannot access critical business data. This is affecting my work.",Account,High
TKT-10865,My credit card was billed without authorization. This needs urgent attention. This is affecting my work.,Billing,High
TKT-10921,"Hello, API returning 500 errors for all requests. Our entire workflow is blocked. Please help.",Technical Issue,High
TKT-10695,What is your uptime SLA and how do you handle planned maintenance? Please help.,General Query,Medium
TKT-10215,"Hi support team, My account has been locked and I cannot access critical business data. This is affecting my work.",Account,High
TKT-11780,What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-11261,"Hello, I need to transfer my account to a new email address. Please help.",Account,Medium
TKT-10158,"Good morning, All admin users have been accidentally removed and we are locked out.",Account,High
TKT-11058,"Good morning, Can I add a profile picture to my account?",Account,Low
TKT-10988,"Good morning, Dashboard widgets are not loading properly on Chrome browser.",Technical Issue,Medium
TKT-10841,The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-10634,Urgent: Legal team needs your data processing agreement urgently for contract signing.,General Query,High
TKT-10516,Urgent: I need to transfer my account to a new email address.,Account,Medium
TKT-11428,Where can I find my account ID? This is affecting my work.,Account,Low
TKT-11747,I forgot my password and the reset email is not arriving. This is affecting my work.,Account,Medium
TKT-10597,Could you support emoji reactions on comments? This is affecting my work.,Feature Request,Low
TKT-10195,I need to update my billing information and payment method. This is affecting my work.,Billing,Medium
TKT-11783,"Hello, Double billing occurred on my account. Need immediate resolution. Thanks in advance.",Billing,High
TKT-10869,Can I get a receipt for my last payment?,Billing,Low
TKT-10410,"Hi support team, Legal team needs your data processing agreement urgently for contract signing. Please help.",General Query,High
TKT-10096,How do I update my notification preferences?,Account,Low
TKT-11000,"Hello, The mobile app crashes whenever I try to upload an image. This is affecting my work.",Technical Issue,Medium
TKT-11505,Urgent: I would like to downgrade my plan and understand the billing impact. This is affecting my work.,Billing,Medium
TKT-10156,The export feature is not working correctly. Files download but are empty. This is affecting my work.,Technical Issue,Medium
TKT-10419,"Good morning, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-11802,"Hi support team, Can I add a profile picture to my account? Please help.",Account,Low
TKT-10477,"Hi support team, I would like to downgrade my plan and understand the billing impact. Please help.",Billing,Medium
TKT-11855,"Hi support team, Notification emails are arriving with some formatting issues.",Technical Issue,Low
TKT-10668,"Hello, What payment methods do you accept?",Billing,Low
